ID	Directory	CreatedAt	UpdatedAt	Title	Creator	WordsCount	UniqueWordsCount	A1Words	A2Words	B1Words	B2Words	C1Words	C2Words	A1Readability	A2Readability	B1Readability	B2Readability	C1Readability	C2Readability
5573a553	walter-scott/ivanhoe	2022-10-04	2022-10-04	Ivanhoe	Walter Scott	5359	940	376	198	156	125	48	30	60	77	84	91	96	100
88011d57	walter-scott/rob-roy	2022-10-04	2022-10-04	Rob Roy	Walter Scott	3865	1256	386	214	243	209	122	64	55	69	81	91	96	99
98810c3a	washington-irving/the-sketch-book-of-geoffrey-crayon-gent	2022-10-04	2022-10-04	The Sketch-Book of Geoffrey Crayon, Gent.	Washington Irving	65355	8267	471	484	914	1559	2088	1913	43	56	69	83	93	99
45bc6976	wilfred-owen/poetry	2022-10-04	2022-10-04	Poetry	Wilfred Owen	3641	1612	358	204	267	280	266	155	50	62	73	84	93	98
557fbe3e	wilkie-collins/man-and-wife	2022-10-04	2022-10-04	Man and Wife	Wilkie Collins	106664	6523	468	474	901	1433	1608	1253	60	71	83	92	98	100
4d1a8121	wilkie-collins/no-name	2022-10-04	2022-10-04	No Name	Wilkie Collins	126329	7177	465	475	896	1483	1826	1506	58	70	82	91	97	100
bd8d2501	wilkie-collins/the-dead-secret	2022-10-04	2022-10-04	The Dead Secret	Wilkie Collins	66322	5384	465	455	842	1194	1269	875	62	74	84	93	98	100
245b8f5e	wilkie-collins/the-moonstone	2022-10-04	2022-10-04	The Moonstone	Wilkie Collins	14515	1925	442	359	438	353	218	95	64	76	86	94	99	100
8e7253a4	wilkie-collins/the-woman-in-white	2022-10-04	2022-10-04	The Woman in White	Wilkie Collins	114310	6679	465	485	893	1445	1645	1324	60	73	84	92	98	100
4c698a10	wilkie-collins/woman-in-white	2022-10-04	2022-10-04	Woman in white	Wilkie Collins	5430	1040	384	200	198	169	62	23	68	80	89	96	99	100
2eb8c530	will-fowler/shakespeare-his-life-and-plays	2022-10-04	2022-10-04	Shakespeare - His Life and Plays	Will Fowler	7220	1107	365	200	211	165	77	69	59	71	82	91	97	100
34e9d86b	will-james/smoky-the-cowhorse	2022-10-04	2022-10-04	Smoky the Cowhorse	Will James	39482	2359	413	314	421	444	380	211	63	73	82	90	96	99
9d5d1f1b	willa-cather/my-ntonia	2022-10-04	2022-10-04	My Ántonia	Willa Cather	40355	5058	463	454	757	1078	1067	844	60	71	80	89	95	99
a1fcb44a	willa-cather/o-pioneers	2022-10-04	2022-10-04	O Pioneers!	Willa Cather	26240	3804	457	429	623	841	730	502	63	74	83	91	96	99
1efe0e7	willa-cather/one-of-ours	2022-10-04	2022-10-04	One of Ours	Willa Cather	62550	6588	469	485	877	1365	1514	1222	59	70	80	89	96	99
a187d39	willa-cather/the-song-of-the-lark	2022-10-04	2022-10-04	The Song of the Lark	Willa Cather	73980	6961	471	481	871	1348	1638	1375	60	71	80	89	95	99
50aeed29	william-beckford/vathek	2022-10-04	2022-10-04	Vathek	William Beckford	17797	4120	444	395	664	841	869	670	42	55	69	82	92	99
58fa737c	william-carlos-williams/poetry	2022-10-04	2022-10-04	Poetry	William Carlos Williams	9565	2684	421	329	417	530	477	332	51	65	76	86	94	98
3686cdd9	william-congreve/the-way-of-the-world	2022-10-04	2022-10-04	The Way of the World	William Congreve	13979	3095	436	354	516	588	586	409	53	63	76	85	93	98
60da074e	william-f-cody/the-life-of-buffalo-bill	2022-10-04	2022-10-04	The Life of Buffalo Bill	William F. Cody	48340	4264	464	447	750	924	853	561	54	68	80	90	96	99
369e87e1	william-f-temple/the-whispering-gallery	2022-10-04	2022-10-04	The Whispering Gallery	William F. Temple	2232	628	282	122	112	72	29	9	65	80	90	97	100	100
bb5ed80c	william-faulkner/soldiers-pay	2022-10-04	2022-10-04	Soldiers’ Pay	William Faulkner	44339	4999	466	440	720	984	1042	856	58	69	79	88	95	99
743517ab	william-hazlitt/table-talk	2022-10-04	2022-10-04	Table-Talk	William Hazlitt	75361	8341	468	485	927	1515	2025	1967	50	61	74	85	93	99
c9cee41b	william-hope-hodgson/the-house-on-the-borderland	2022-10-04	2022-10-04	The House on the Borderland	William Hope Hodgson	25663	3513	433	382	596	722	725	458	57	70	81	90	97	99
273bd897	william-hope-hodgson/the-night-land	2022-10-04	2022-10-04	The Night Land	William Hope Hodgson	82205	3583	443	393	601	717	674	432	62	75	85	92	98	100
18b3d078	william-hope-hodgson/the-voice-in-the-night	2022-10-04	2022-10-04	The Voice in the Night	William Hope Hodgson	1493	503	258	97	82	42	18	3	68	82	92	97	99	100
5857871e	william-makepeace-thackeray/the-luck-of-barry-lyndon	2022-10-04	2022-10-04	The Luck of Barry Lyndon	William Makepeace Thackeray	57983	6313	468	490	879	1306	1498	1165	54	66	79	88	95	99
66a19597	william-makepeace-thackeray/vanity-fair	2022-10-04	2022-10-04	Vanity Fair	William Makepeace Thackeray	147498	9416	469	495	959	1687	2300	2300	54	66	77	87	95	99
b0cc27c	william-morris/the-water-of-the-wondrous-isles	2022-10-04	2022-10-04	The Water of the Wondrous Isles	William Morris	65324	3617	428	344	499	689	742	572	62	72	81	90	96	99
63d302ae	william-morris/the-wood-beyond-the-world	2022-10-04	2022-10-04	The Wood Beyond the World	William Morris	22445	2432	408	282	384	441	448	316	62	72	80	90	97	99
fe60db6f	william-nolan/logan-s-run	2022-10-04	2022-10-04	Logan's Run	William Nolan	8630	944	356	201	150	117	69	29	64	78	85	90	95	100
c3579a38	william-shakespeare/a-midsummer-night-s-dream	2022-10-04	2022-10-04	A Midsummer Night’s Dream	William Shakespeare	8458	2104	397	264	350	388	357	243	50	61	71	82	90	99
a4e0fcd2	william-shakespeare/all-s-well-that-ends-well	2022-10-04	2022-10-04	All’s Well That Ends Well	William Shakespeare	11199	2382	414	308	424	469	399	247	56	68	79	90	96	99
d16cc623	william-shakespeare/antony-and-cleopatra	2022-10-04	2022-10-04	Antony and Cleopatra	William Shakespeare	12858	2564	417	323	482	516	437	256	51	62	75	87	95	99
343705d2	william-shakespeare/as-you-like-it	2022-10-04	2022-10-04	As You Like It	William Shakespeare	10232	2244	419	301	407	419	342	246	55	67	78	87	95	99
cc39a005	william-shakespeare/coriolanus	2022-10-04	2022-10-04	Coriolanus	William Shakespeare	13080	2647	423	318	457	542	473	289	56	68	79	89	96	99
159e46dd	william-shakespeare/edward-iii	2022-10-04	2022-10-04	Edward III	William Shakespeare	10507	2597	414	312	454	540	482	291	48	61	75	86	94	99
c28929c1	william-shakespeare/hamlet	2022-10-04	2022-10-04	Hamlet	William Shakespeare	15061	3195	438	354	547	609	576	434	54	65	75	84	94	99
